id,title,subTitle,content,addTime,createAt,fee,holders,objectives,branches,tags
01dcedae-6e8c-446e-4dbb-08db52fbe02a,青少年帆船2日體驗營,青少年帆船2日體驗營,陽光照耀下海面波光粼粼，徜徉在千變萬化的大海裡，體驗帆船的無限魅力，帶領孩子透過體驗及實務操作，學習帆船相關知識，培養隊員們探索、解決問題及團隊合作的無限潛能，讓我們一起駕馭風帆，享受迎風破浪勇敢航向大海。學習目標【DAY1初步認識帆船運動與基礎操作】認識帆船部件知道方位知道帆船術語能實作帆船結繩能掌舵讓船航行團隊能分工共作學習目標【DAY2能操作重型帆船，發展團隊合作關係】能操作帆船部件理解方位熟悉帆船術語能實作帆船結繩能操作帆讓船航行團隊能分工合作活動場域西子灣（哨船頭遊艇碼頭）安平港（安平漁港遊艇碼頭）興達港（興達港情人碼頭遊艇碼頭）,,2023-05-12T15:19:31.7701612,[],[],[],"[{'id': 232, 'branchName': 'General', 'location': [], 'date': []}]","[{'trend': 0, 'tagVoteCount': 0, 'userVoted': False, 'activityAmount': 15, 'id': 6, 'text': '運動', 'type': 'area'}]"
e9fe5997-596b-433f-4dbc-08db52fbe02a,2023 成大觀影腦影像數據分析營 第三期,2023 成大觀影腦影像數據分析營 第三期,專業師資引導?分析演練實作招生對象全國高中生皆可以報名營隊時間2023/8/26(六)~2023/8/27(日)09:10~17:10營隊地點成功大學社會科學院北棟三樓演講廳、南棟三樓電腦教室授課講師龔俊嘉成功大學心理學系教授成功大學心智影像研究中心(NCKUMindResearchandImagingcenter)布朗大學認知科學博士、普林斯頓大學神經科學研究院博士後研究研究興趣：臉孔及物體辨識、決策神經科學、開放(神經)科學開設相關課程：認知神經科學與電影功能性磁振造影:理論與實務功能性磁振造影:進階分析,,2023-05-12T15:19:31.7701664,[],[],[],"[{'id': 233, 'branchName': 'General', 'location': ['營隊地點'], 'date': []}]","[{'trend': 0, 'tagVoteCount': 0, 'userVoted': False, 'activityAmount': 24, 'id': 9, 'text': '心理', 'type': 'area'}]"
658318ce-8884-4e17-4dbd-08db52fbe02a,2023 成大第十二期AI人才研修班,2023 成大第十二期AI人才研修班,"課程期別：AI人才研修初階班(112/07/08週六–112/07/09週日)上課人數：上限100人。額滿為止!適用對象：全國公私立高中、高職學生。報名方式：一律線上報名報名期限：額滿截止上課時間：112/07/08週六–112/07/09週日，共二日上課地點：成功大學社會科學院北棟三樓演講廳、南棟三樓電腦教室研習費用：3,600元。(含午餐，不含住宿)◆一般生團報優惠：三人以上(含)團報可各折300元，3,300元/每人◆清寒生優惠：為鼓勵清寒、中低/低收入戶、特殊境遇家庭學生報名，主辦單位將予以補助免收該學生參加本次研修之費用。請學生將戶籍所在地之縣、市政府社會局發給之清寒、中低/低收入戶、特殊境遇家庭相關證明文件檔案在報名時上傳至證明審核區，謝謝。※備註：各項優惠不得一併使用。繳費方式：四大超商代碼繳費、線上刷卡、ATM轉帳、WebATM證書核發：參與課程時數達3/4以上，且學習態度良好者，頒發國立成功大學社會科學院參與證書。聯絡窗口：蕭老師0905-257135，洪老師0928-038860。",,2023-05-12T15:19:31.7701739,[],[],[],"[{'id': 234, 'branchName': 'General', 'location': ['上課地點：成功大學社會科學院北棟三樓演講廳、南棟三樓電腦教室'], 'date': []}]",[]
60a24a5c-5578-44b9-4dbe-08db52fbe02a,臺大政治營,臺大政治營,【何謂模擬選戰】｜總統、國會選戰的精華版｜臺大政治營模擬選戰的設計理念是以「選舉」為主軸的大型RPG遊戲，五天營期是由真實總統、國會、公投案選舉的精要濃縮版。經由政策與公投案擬定、遊說政治系學長姐扮演的NPC、政見發表、造勢、跨隊結盟等手段模擬政壇生態，最終目標是獲得選舉勝利！｜選擇你的角色｜本次，大政奉還在小隊配置上可分為三個政黨小隊與九個利益團體小隊。不論你屬於捍衛自身信念、推動公投案的利團，抑或是想取得執政權、改變政治現狀的政黨，每個小隊中的每個人都能在這裡發揮影響力、憑藉謀略與膽識獲得一席之地！｜最豐富的營隊體驗｜激烈的模擬選戰中，你會親身參與臺灣政治文化常見的綁樁結盟、政論節目、造勢晚會等精彩活動；無論你是政黨或利團小隊，都能發布媒體新聞宣傳自身理念；官方亦有媒體播報即時新聞、擔任公正第四權的角色；地方勢力、富商權貴、勞動階級亦為小隊員需倚靠或謹惕的對象，他們對選舉的走向具有極大的影響力！課程安排上，不僅有學術顧問針對各小隊主題的專題演講，更會邀集臺灣政壇的「重量級」講者對學員們進行主題式演講，使小隊員在課程中對議題與公共事務獲得更多的理解與共鳴、甚至成為進一步探討政治的動機！【適合每一個人的營隊】即使讀政治系不在你的人生規劃內、你亦無參政的雄心壯志，在這裡，你仍舊能夠體驗到系統性表達自己意見、說服他人的快樂，以及磋商結盟的技巧。臺大政治營能夠提供每一位勇敢的你一個親近政治的機會、一個發揮自己長才的場域、與一場挑戰自我極限的冒險！看完精美的懶人包與詳細的解說，相信國三到高三的你們對於2023臺大政治營已經有了初步的認識！未來我們也會逐步公開更詳細的活動細節，請大家持續關注我們的社群專頁！熱烈歡迎各位參與政治營，再把營隊資訊推廣給你身邊每一個親朋好友！對政治營懷抱憧憬的各位，請不要再猶豫，馬上報名下去吧！,,2023-05-12T15:19:31.7701786,[],[],[],"[{'id': 235, 'branchName': 'General', 'location': [], 'date': []}]","[{'trend': 0, 'tagVoteCount': 0, 'userVoted': False, 'activityAmount': 11, 'id': 13, 'text': '政治', 'type': 'area'}]"
4b153f08-5a0c-4fb0-4dbf-08db52fbe02a,2023中正大學勞工營,2023中正大學勞工營,中正大學是全台唯一擁有勞工系的國立大學。為了讓更多人知道勞工系，也更加了解這個系所學，並且能針對高中生的大學科系選擇與初步生涯規劃，提供一個輕鬆體驗的學習管道，我們決定舉辦2023中正大學勞工營。同時也希望透過勞工營讓高中生先認識大學，探究摸索並確立自已的興趣，讓他們能找尋自己未來真正的目標！活動名稱｜2023中正大學勞工營參加對象｜全國各高中職學生活動時間｜2023/7/6-2023/7/10活動地點｜國立中正大學獨報費用｜5300元團報費用｜三人以上（含）：4700元/人報名時間｜2023/03/27-5/14截止,,2023-05-12T15:19:31.7701859,[],[],[],"[{'id': 236, 'branchName': 'General', 'location': ['活動地點｜國立中正大學'], 'date': []}]",[]
f986b1a1-e365-4cea-4dc0-08db52fbe02a,2023 夏令營: 卓越領袖探索體驗系列營隊,2023 夏令營: 卓越領袖探索體驗系列營隊,????2023夏令營報名開始!!????5大營隊，場場都是精心安排規劃，內容充實豐富，讓你/妳2023年就有超棒的開始!透過營隊活動，達到探索並發掘自我專長與興趣，藉此激發學生的學習動機並幫助他們適性發展與多元自主學習並進而豐富個人學習歷程檔案，為備審資料加分。在面臨大學科系選擇時更能夠目標清楚，志向明確。營隊介紹:卓越領袖探索營以符合108課綱核心素養的精神，發展設計以下主題營隊:心理探索營(2023/07/28~2023/07/30):透過專業心理師分享、授課與活動體驗，了解心理學3大領域，體現身心素質與自我精進。高中企管營(2023/08/04~2023/08/06)：增進對企業管理的認識與體驗，藉由營隊獲得探索並發覺自我專長興趣。Python程式設計營(2023/08/11~2023/08/13):透過Python直覺式設計、容易上手的特性，讓學員體驗Coding的樂趣，從電腦遊戲的開發引發學習興趣，並強化邏輯概念、資料統整、問題解決等能力。AI人工智慧營(2023/08/18~2023/08/20):採用一人一機電腦實作的方式，讓學員瞭解AI的基礎知識和應用領域，掌握AI的最新技術和趨勢，並培養108課綱中「資料分析與應用」、「數位學習環境應用」等教育科技相關的核心素養。口語表達溝通營(2023/08/25~2023/08/27)：『做中學（LearningByDoing）』為理念，透過講解、示範、訓練和不斷的演練，克服公開發言的恐懼。營隊效益:全程參與營期結束後，頒發主辦單位之結業證書各營隊的詳細介紹與說明，請參考官網:https://www.17learn.com.tw適合對象:全國公私立國中、高中、高職生報名期限:即日起至額滿為止主辦單位:中華民國應用商業管理協會協辦單位:逗陣學習網、晴佳國際有限公司粉絲專頁:http://www.facebook.com/17learn詳情請洽:02-6617-6779(上班時間:週一至週五09:30~17:30),,2023-05-12T15:19:31.7701905,[],[],[],"[{'id': 237, 'branchName': 'General', 'location': [], 'date': [{'name': '報名日期', 'start': '自即日起', 'end': None}]}]","[{'trend': 0, 'tagVoteCount': 0, 'userVoted': False, 'activityAmount': 65, 'id': 4, 'text': '教育', 'type': 'area'}, {'trend': 0, 'tagVoteCount': 0, 'userVoted': False, 'activityAmount': 24, 'id': 9, 'text': '心理', 'type': 'area'}]"
61e22635-60bf-482d-4dc1-08db52fbe02a,2023陽明交通大學管科卓越營,2023陽明交通大學管科卓越營,對於未來#感到迷茫嗎？從眾多科系擇其優感到無所適從嗎？想要成為文理皆通的多邊形戰士嗎？暑假的漫漫時間該怎麼有效利用呢？????????來管科卓越營就對了！??????我們有考驗#團隊合作的大地遊戲??#體驗感滿分的RPG遊戲??#精彩燒腦的密室挑戰??#爭鋒相對的辯論大賽??以及讓大家#收穫滿滿的企業參訪??有任何問題歡迎聯繫粉專??活動內容以粉專公布為主別猶豫，立即手刀報名，加入我們的大家庭吧????報名連結｜https://forms.gle/LXqT7iArbkG3S5qH7????2023陽明交通大學管科卓越營??????主辦單位｜國立陽明交通大學管理科學系學生??報名資格｜全國公私立高中職學生（包含暑假升高一學生）???活動日期｜2023/07/02(日)-2023/07/05(三)???報名資訊｜報名期間2023/03/27(一)-2023/06/02(五）???最終確定名單公佈：2023/06/09(五）??活動費用|新台幣5800元整??交大日優惠|新台幣5500元整??僅適用於交大日至管科的攤位填寫表單的同學??聯絡信箱｜nycums.2023@gmail.com??Facebook|?2023陽明交通大學管科卓越營https://www.facebook.com/profile.php?id=100089839510052&mibextid=LQQJ4d??Instagram|ms_ying2023https://instagram.com/ms_ying2023?igshid=YmMyMTA2M2Y=,,2023-05-12T15:19:31.7701967,[],[],[],"[{'id': 238, 'branchName': 'General', 'location': [], 'date': [{'name': '活動日期', 'start': '2023-07-02', 'end': '2023-07-05'}]}]",[]
f5f4de98-5bfb-4730-4dc2-08db52fbe02a,AI4kids- 2023 暑假青少年海生專題實作營,AI4kids- 2023 暑假青少年海生專題實作營,與國立中山大學資工系黃英哲教授合作，將深入剖析AI在海洋生物保育的應用實例，透過課程講座、實地參訪小琉球潮間帶，使學員迅速入門AI領域、體驗深度學習實作、構建自己的AI專案，課程尾聲同學也將參與黑客松競賽，上台與AI領域專家分享專題成果！場域體驗參訪小琉球潮間帶，由海洋生物專家說明如何將智慧監控系統導入生物偵測，並有效管理觀光勝地的潮間帶生態，讓經濟與海生保育達成平衡。中山大學教授、AI專家講師由頂尖大學教授團隊與AI專家帶領，讓你4天內搞懂機器學習與深度學習的基本概念與技術，掌握最新AI海洋生物專題如智慧海生偵測、智慧養蝦、智慧養文蛤、智慧養鱉等研究與應用。黑客松競賽成果展現透過專家出題，學員解題，讓小組學員發揮創意力、邏輯力以及團隊合作力，共同討論與協作，完成專題的競賽成果。營隊招生對象15-19歲青少年(國三至大一學生)營隊時間2023/7/29(六)-2023/8/1(二)9:00~17:00營隊地點中山大學(營隊含4日中餐，不包含住宿),,2023-05-12T15:19:31.7702246,[],[],[],"[{'id': 239, 'branchName': 'General', 'location': ['營隊地點'], 'date': []}]","[{'trend': 0, 'tagVoteCount': 0, 'userVoted': False, 'activityAmount': 25, 'id': 10, 'text': '經濟', 'type': 'area'}, {'trend': 0, 'tagVoteCount': 0, 'userVoted': False, 'activityAmount': 18, 'id': 11, 'text': '生物', 'type': 'area'}]"
c1625e45-73f8-496b-4dc3-08db52fbe02a,運動專業技能人才培訓營 『向下紮根計畫』,運動專業技能人才培訓營 『向下紮根計畫』,開課日期:2023-08-19、20主辦單位:社團法人台灣運動保健協會講師:王金盛、蔡定剛、蔡淮舜、沈佩赬上課地點:OptimumKinetics總部(台北市南港區南港路二段147號4F昆陽站4號出口，步行約12分鐘)費用:NT7000元*費用均含講義、衣服、中餐、按摩球、花生球、超級彈力帶、貼布、證書、團體保險*費用不含住宿??簡章連結：http://tatha.org/class.php??報名表連結：http://tatha.org/ins.php?ic=12??家長同意書連結：https://bit.ly/2023tathacamp_consent??團體報名方式連結：http://tatha.org/detailnews.php?id=28,,2023-05-12T15:19:31.7702309,[],[],[],"[{'id': 240, 'branchName': 'General', 'location': ['上課地點:OptimumKinetics總部(台北市南港區南港路二段147號4F昆陽站4號出口，步行約12分鐘)'], 'date': []}]","[{'trend': 0, 'tagVoteCount': 0, 'userVoted': False, 'activityAmount': 15, 'id': 6, 'text': '運動', 'type': 'area'}]"
34ce6b3f-0b57-46e5-4dc4-08db52fbe02a,2023暑期創新設計營：流量密碼,2023暑期創新設計營：流量密碼,2023年暑假【創新設計營：流量密碼】https://luyi.pse.is/id2023夏天是一個探索創新的好時機！我們誠摯地邀請你加入2023年暑假【創新設計營】，將在C-HUB成大創意基地舉辦，一起接觸設計，解鎖流量密碼，開啟你的設計之旅。我們的營隊提供多種課程，包括工業設計、平面設計、3D動畫設計、AI繪圖設計、AR擴增實境、虛擬攝影棚實作、木工實作、雷切實作、UI/UX設計、品牌經營等課程。每個課程都由經驗豐富的專家講師和業界領袖現身指導，讓你在這個暑假獲得寶貴的經驗和技能。我們的營隊除了課程外，還有各種設計實作。你將有機會參與各種不同創意設計與創新想法，與來自全國各地不背景的學員一起合作，以實現創新的設計想法。此外，我們還會舉辦你的做品集發表，讓你有機會向大家展示你的才華和創意！如果你是一個有創造力和好奇心的人，想要探索世界的創新設計和技術，那麼我們的2023暑假創新設計營是你不容錯過的機會！立即報名，一起發掘創新的魅力，挑戰自己，創造未來！課程詳細：https://luyi.pse.is/id2023報名連結：https://www.luyi.academy最先端虛擬攝影棚實作最創意C-HUB成大創意基地最實用UI/UX設計最神秘品牌經營最熱場創新設計實作分站學習最有趣3D動畫設計課程大綱：工業設計、平面設計、3D動畫設計、AI繪圖設計、AR擴增實境、虛擬攝影棚實作、木工實作、雷切實作、UI/UX設計、品牌經營課程時間：7/11（二）~7/14（五）課程對象：高中職、大學對創新設計有興趣的學員上課地點：C-HUB成大創意基地【茹義學】至力於推廣創意設計實作課程，特別邀請到業界、學界實力派講師，希望同學在學習的路上都能夠【茹義學】。訂單只會保留七天，所有課程皆需付款完成才算報名成功。以上課程內容主辦單位「LUYIAcademy茹義學」保有最終課程調整權力。本課程為推廣很棒的創新設計知識技能給學員學習，與升學並無關連。,,2023-05-12T15:19:35.0440203,[],[],[],"[{'id': 241, 'branchName': 'General', 'location': ['上課地點：C-HUB成大創意基地'], 'date': []}]","[{'trend': 0, 'tagVoteCount': 0, 'userVoted': False, 'activityAmount': 2, 'id': 14, 'text': '工業設計', 'type': 'area'}]"
4c683a82-1eb2-456c-4dc5-08db52fbe02a,AI4kids- 2023 暑假青少年音樂專題實作營,AI4kids- 2023 暑假青少年音樂專題實作營,由中研院蘇黎老師研究團隊、清大AI樂團總監林怡君老師、忘言科技團隊等帶領學員進入AI音樂的世界，了解人工智慧自動採譜、自動跟譜、虛擬樂手等技術，並與欣賞室內樂手與AI的合奏。黑客松活動將讓學員透過虛擬樂團應用創造自己的音樂演奏場景，與音樂創作。自動採譜與跟譜中研院蘇黎老師，以「多重音高偵測技術」為基礎，發展出自動採譜的人工智慧，以更輕鬆簡單的方式來協助我們學音樂、理解音樂和製作音樂，讓人人都能開外掛擁有莫札特的絕對音感與解譜能力，可以馬上就編譯樂譜。AI與樂手合奏展示清華AI樂團為亞洲第一支展示音樂人工智慧技術的樂團。營隊中將邀請樂團成員示範與人工智慧的合奏，如虛擬歌手聲音合成、自動跟譜展示。Vtuber音樂元宇宙「元宇宙」虛擬樂團應用了很多機器學習的技術，從人物動作的分析與合成、樂器聲音的合成、樂譜的解讀等。從成大音樂多媒體系統實驗室成員所創辦的忘言科技，將帶領學員如何運用科技身兼作曲家、器樂演奏家、電腦科學家以及動畫家，跨越領域的創建自己Vtuber虛擬分身在虛擬世界演奏樂曲。黑客松創作音樂成果展?透過專家帶領著學員們應用AI音樂與Vtuber創作工具，由團隊創意發想，製作自己的元宇宙音樂，在營隊的尾聲進行發表展演。營隊招生對象15-19歲青少年(國三至大一學生)營隊時間2023/7/13(四)-2023/7/16(日)營隊地點新竹清華大學(營隊含4日中餐，不包含住宿),,2023-05-12T15:19:35.0440576,[],[],[],"[{'id': 242, 'branchName': 'General', 'location': ['營隊地點'], 'date': []}]",[]
b1acd846-464b-44a1-4dc6-08db52fbe02a,2023成大文藝營,2023成大文藝營,【第21屆成大文藝營「面劇」】成大文藝營，是一個讓你透過文學及創作認識自己、看見別人的舞台★營隊課程內容含括——#戲劇創作#讀劇表演#現代詩學#古典詩學#報導文學#等等等★營隊活動內容含括——#歡迎晚會#大型活動#湯圓會#詩詞猜謎#咖啡座#等等等在成大文藝營，你能得到文學大師的指導，學習更多知識，還能和夥伴們一同創作、展演出一個戲劇作品，歡迎來成大文藝營，綻放你的各色光彩！-2023年文藝營「面劇」，歡迎所有對文學或創作有興趣的高中生共同探索文學及創作的美好，青春不留白！-??報名日期：即日起至112年5月15日（一）截止。??營隊日期：112年7月21日（五）至7月24日（一）。??報名費含食宿、課程費用、材料費。??住宿地點為成大學生宿舍。??錄取名單將於112年5月19日（五）公布在成大文藝營粉絲專頁，如有疑問也歡迎至粉絲專頁詢問！??簡章連結：https://reurl.cc/4QYnGX??報名表連結：https://reurl.cc/xleAk5??家長同意書連結：https://reurl.cc/0EkRl6??google報名表單連結：https://reurl.cc/jlDAVy,,2023-05-12T15:19:35.0440629,[],[],[],"[{'id': 243, 'branchName': 'General', 'location': ['住宿地點為成大學生宿舍。'], 'date': [{'name': '活動日期', 'start': '2023-07-21', 'end': None}, {'name': '報名日期', 'start': '自即日起', 'end': '2023-05-15'}]}]",[]
13185d1c-d68b-465e-4dc7-08db52fbe02a,AI4kids- 2023 暑假青少年運動專題實作營,AI4kids- 2023 暑假青少年運動專題實作營,由AI專家、頂尖大學教授帶領國立陽明交通大學、中興大學教授團隊與AI專家帶領，讓你4天內深入探索機器學習與深度學習的基本概念與技術，掌握最新AI運動專題研究的應用。AI運動場域競賽體驗讓學員實際到運動科技驗證場域體驗活動，了解AI發球機、智能球拍、即時運動肢體辨識、跑位分析、落點分析、賽局數據分析等系統的運作。專業助教帶領AI實作由資工系、資管系背景專業助教群，帶領每一組團隊學員實作AI模型訓練、程式實作，隨時提供解惑，鼓勵並促成小組完成營隊專題成果。黑客松競賽成果展現透過專家出題，學員解題，讓小組學員發揮創意力、邏輯力以及團隊合作力，共同討論與協作，完成運動專題的競賽成果，作為自己的學習歷程。營隊招生對象15-19歲青少年(國三至大一學生)營隊時間新竹場第一梯?2023/7/11(二)-2023/7/14(五)新竹場第二梯?2023/8/8(二)-2023/8/11(五)台中場2023/7/18(二)-2023/7/21(五)營隊地點新竹場-陽明交通大學光復校區台中場-中興大學(營隊含4日中餐，不包含住宿),,2023-05-12T15:19:35.044072,[],[],[],"[{'id': 244, 'branchName': 'General', 'location': ['營隊地點'], 'date': []}]","[{'trend': 0, 'tagVoteCount': 0, 'userVoted': False, 'activityAmount': 15, 'id': 6, 'text': '運動', 'type': 'area'}]"
3cd25c56-047e-4dd4-4dc8-08db52fbe02a,AI4kids- 2023 暑假青少年醫療專題實作營,AI4kids- 2023 暑假青少年醫療專題實作營,由台灣大學王偉仲教授團隊、亞洲大學王昭能教授、吳樺珊教授團隊及醫師專家講授醫學影像與大數據的分析應用，見識大數據與AI將如何影響臺灣未來的醫療與照護領域。黑客松發表活動，讓所有學員分組團隊合作，產出屬於自己的AI醫療成果專題。由醫師、教授、AI專家帶領由台灣大學、亞洲大學教授研究團隊、醫師、AI專家分組助教帶領，讓你4天內透過互動教學討論搞懂機器學習與深度學習的基本概念與技術，掌握最新AI醫療專題研究的應用。專業助教手把手教AI實作由資工系、資管系背景專業助教群，伴隨帶領每一組團隊學員的AI模型訓練、程式實作，隨時提供解惑，鼓勵並促成小組完成營隊專題成果。黑客松競賽成果展現透過專家出題，學員解題，讓小組學員發揮創意力、邏輯力以及團隊合作力，共同討論與協作，完成醫療專題的競賽成果，作為自己的學習歷程。智慧病房模擬體驗台中亞洲大學場次，將參訪該校智慧模擬病房，了解急診室、診療室與智慧生理數據偵測工具於醫療院所的運作流程。營隊招生對象15-19歲青少年(國三至大一學生)營隊時間台北場2023/7/4(二)~2023/7/7(五)台中場2023/7/18(二)~2023/7/21(五)營隊地點台北場-台灣大學台中場-亞洲大學(營隊含4日中餐，不包含住宿),,2023-05-12T15:19:35.0440774,[],[],[],"[{'id': 245, 'branchName': 'General', 'location': ['營隊地點'], 'date': []}]","[{'trend': 0, 'tagVoteCount': 0, 'userVoted': False, 'activityAmount': 28, 'id': 15, 'text': '醫學', 'type': 'area'}]"
97bc13c5-fef2-4b33-4dc9-08db52fbe02a,HTLC 哈佛台灣英文領導營,HTLC 哈佛台灣英文領導營,哈佛臺灣英文領導營HarvardUndergraduateTaiwanLeadershipConference(HTLC)起源於HarvardCollege之HarvardTaiwaneseCulturalSociety(TCS)社團。TCS由哈佛大學學生組成，旨在推廣臺灣文化的多元內涵。因國立臺北大學教授的引薦，該社團於2008年開始與國立臺北大學合辦HTLC哈佛臺灣英文領導營。第一屆的營隊招收了來自臺灣各地50名優秀高中生，由哈佛大學學生擔任講師、國立臺北大學招募北大學生講師，雙方通力合作下，為期五天的活動深受好評，為本營隊立下優良先例。從2008年至今，除2009與2020年因新型流感及新冠肺炎而停辦，每年皆如期舉辦。2022年在疫情時期的考量下，我們採取以線下線上(Hybrid)方式進行，突破疫情及時差的阻礙，順利與哈佛大學學生進行線上互動。2023預計回歸實體舉辦，錄取96名學員，冀望在10名哈佛大學學生、15名臺北大學隊輔以及10名助教的協力合作下，促進臺灣優秀青年學子在此營隊中相互學習、合作，培養臺灣未來主人翁之領導能力及宏觀視野。【學員招募時程】報名日期:2023/03/15(三)至2023/05/06(六)活動時間:2023/08/15(二)至2023/08/21(一)，七天六夜營期，住宿統一安排在臺北大學三峽校區學生宿舍活動地點:國立臺北大學三峽校區(新北市三峽區大學路151號)活動對象:全國高中職學生(包含專一到專三生)，共計96名(含高中應屆畢業生，不含國中應屆畢業生)活動費用:全額免費(正式錄取學生需繳交新台幣1500元保證金，營期結束後將會全額退還給學員)報名表單:?https://docs.google.com/forms/d/e/1FAIpQLSdds8a6GzBshI-Iaec5nno3q_zDStMovYzsbelpSt4_Iu4D_w/viewform?vc=0&c=0&w=1&flr=0&fbclid=IwAR119TkEhV6tdmVkNcas8JAGVT2p9rHIODtJrmjv0iDYSto5W5AafRSCVuQ,,2023-05-12T15:19:35.0440828,[],[],[],"[{'id': 246, 'branchName': 'General', 'location': ['活動地點'], 'date': []}]","[{'trend': 0, 'tagVoteCount': 0, 'userVoted': False, 'activityAmount': 10, 'id': 16, 'text': '新北市', 'type': 'location'}]"
5e00716d-94ee-464a-4dca-08db52fbe02a,2023 ESI 中學天才夏令營,2023 ESI 中學天才夏令營,"高效率的學習方法(全腦多元智能教育),全腦學習法源自英國，台灣唯一，2023最新版在地化教材腦神經科學＋心理學各學派，完整系統教學左腦邏輯理解，右腦圖像創意，雙效合一德國區.北美區.南美區.澳洲區.亞洲區中小學評價最高課程課程代碼：12R396上課時間：2023/08/21~2023/08/25五天09:00~17:00上課時數：30小時上課地點：遠東科技大學74448台南市新市區中華路49號修課條件：高中國中班（升國一~升高二）課程師資：ESI廣翰思惟師資群主辦單位：財團法人自強工業科學基金會協辦單位：ESI廣翰思惟國際教育機構",,2023-05-12T15:19:35.044088,[],[],[],"[{'id': 247, 'branchName': 'General', 'location': ['上課地點：遠東科技大學74448台南市新市區中華路49號'], 'date': []}]","[{'trend': 0, 'tagVoteCount': 0, 'userVoted': False, 'activityAmount': 65, 'id': 4, 'text': '教育', 'type': 'area'}, {'trend': 0, 'tagVoteCount': 0, 'userVoted': False, 'activityAmount': 24, 'id': 9, 'text': '心理', 'type': 'area'}]"
1a0b1ed4-2a6e-42f1-4dcb-08db52fbe02a,程式檢定系列~Python程式語言進階檢定班《CSFC/ITS證照》,程式檢定系列~Python程式語言進階檢定班《CSFC/ITS證照》,資料視覺化是資料科學中火紅的領域，面對資料的巨量化，視覺化是資料科學跟使用者之間最快速、簡潔、生動的對話。Python身為強大的資料處理語言，在深度學習、科學計算、資料爬取、網站架設都有強大的套件資源，而且易學、開發快速，學習Python視覺化將是您機器學習的重級裝備!課程代碼：12R395上課時間：2023/07/26~2023/07/28三天09:00~16:00上課時數：18小時上課地點：遠東科技大學74448台南市新市區中華路49號修課條件：1.想通過CSFC基礎檢定班學生2.自學或上課學習程式，通過程度檢測通過者課程師資：自強基金會專業師資主辦單位：財團法人自強工業科學基金會協辦暨執行單位：遠東科技大學,,2023-05-12T15:19:35.0440959,[],[],[],"[{'id': 248, 'branchName': 'General', 'location': ['上課地點：遠東科技大學74448台南市新市區中華路49號'], 'date': []}]",[]
a3bfb434-0cb0-4177-4dcc-08db52fbe02a,程式檢定系列~C++程式語言APCS進階檢定班,程式檢定系列~C++程式語言APCS進階檢定班,C++是一種高效率編程的語言。透過陣列/指標、函式、標準庫(standardlibrary)的學習，學員能了解C++標準庫出現前後、array與vector的使用與差異；學員能了解函式的使用與成員函式的意義。透過基礎班的學習，讓學員更能了解C++的特性以及作為進入物件導向領域的準備。課程代碼：12R394上課時間：2023/08/07~2023/08/11?五天09:00~17:30上課時數：35小時上課地點：遠東科技大學74448台南市新市區中華路49號修課條件：1.修習APCS基礎檢定班課程學生2.自學或上課學習程式，通過程度檢測通過者3.曾參加APCS檢定考試考取觀念+實作總級分3級分以上學生課程師資：自強基金會專業師資主辦單位：財團法人自強工業科學基金會協辦暨執行單位：遠東科技大學,,2023-05-12T15:19:35.0441004,[],[],[],"[{'id': 249, 'branchName': 'General', 'location': ['上課地點：遠東科技大學74448台南市新市區中華路49號'], 'date': []}]",[]
21e369cf-d747-4123-4dcd-08db52fbe02a,程式檢定系列~ Python程式語言檢定班《CSFC/ITS證照》,程式檢定系列~ Python程式語言檢定班《CSFC/ITS證照》,資料視覺化是資料科學中火紅的領域，面對資料的巨量化，視覺化是資料科學跟使用者之間最快速、簡潔、生動的對話。Python身為強大的資料處理語言，在深度學習、科學計算、資料爬取、網站架設都有強大的套件資源，而且易學、開發快速，學習Python視覺化將是您機器學習的重級裝備!課程代碼：12R393上課時間：2023/07/19~2023/07/21三天09:00~16:00上課時數：18小時上課地點：遠東科技大學74448台南市新市區中華路49號修課條件：1.想通過CSFC基礎檢定班學生2.自學或上課學習程式，通過程度檢測通過者課程師資：自強基金會專業師資主辦單位：財團法人自強工業科學基金會協辦暨執行單位：遠東科技大學,,2023-05-12T15:19:35.0441051,[],[],[],"[{'id': 250, 'branchName': 'General', 'location': ['上課地點：遠東科技大學74448台南市新市區中華路49號'], 'date': []}]",[]
63745dea-dad2-4ac9-4dce-08db52fbe02a,程式檢定系列~C++程式語言APCS基礎檢定班,程式檢定系列~C++程式語言APCS基礎檢定班,C++是一種高效率編程的語言。透過陣列/指標、函式、標準庫(standardlibrary)的學習，學員能了解C++標準庫出現前後、array與vector的使用與差異；學員能了解函式的使用與成員函式的意義。透過基礎班的學習，讓學員更能了解C++的特性以及作為進入物件導向領域的準備。課程代碼：12R392上課時間：2023/07/10~2023/07/14五天09:00~17:30上課時數：35小時上課地點：遠東科技大學74448台南市新市區中華路49號修課條件：1.想通過CSFC進階檢定班學生2.自學或上課學習程式，通過程度檢測通過者課程師資：自強基金會專業師資主辦單位：財團法人自強工業科學基金會協辦暨執行單位：遠東科技大學,,2023-05-12T15:19:40.2757775,[],[],[],"[{'id': 251, 'branchName': 'General', 'location': ['上課地點：遠東科技大學74448台南市新市區中華路49號'], 'date': []}]",[]
